Test Number,Was Tested On P1,Was Tested On P2,Was Tested On P3,Was Tested On P4,Was Tested On Multiple Participants,Test Type,Style,Tempo,GMD Drummer,GMD Performance Session,GMD Segment Type,GMD Segment Meter,Selected 2Bars From Start,Dualized Midifolder Path,Test Folder
194,True,False,False,False,False,Simple Complex,rock,105.0,drummer3,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[194 P1] drummer3-session1-1_rock_105_beat_4-4_best_2bar_segment_1
195,True,False,False,False,False,Simple Complex,jazz,120.0,drummer3,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[195 P1] drummer3-session1-32_jazz_120_beat_4-4_best_2bar_segment_1
196,True,False,False,False,False,Simple Complex,jazz,120.0,drummer3,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[196 P1] drummer3-session1-33_jazz_120_beat_4-4_best_2bar_segment_1
197,True,False,False,False,False,Simple Complex,rock,120.0,drummer3,session1,beat,4-4,11,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[197 P1] drummer3-session1-35_rock_120_beat_4-4_best_2bar_segment_11
198,True,False,False,False,False,Simple Complex,rock,105.0,drummer3,session1,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[198 P1] drummer3-session1-4_rock_105_beat_4-4_best_2bar_segment_4
199,True,False,False,False,False,Simple Complex,rock,105.0,drummer3,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[199 P1] drummer3-session1-6_rock_105_beat_4-4_best_2bar_segment_0
200,True,False,False,False,False,Simple Complex,rock,105.0,drummer3,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[200 P1] drummer3-session1-7_rock_105_beat_4-4_best_2bar_segment_0
201,True,False,False,False,False,Simple Complex,rock,105.0,drummer3,session1,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[201 P1] drummer3-session1-9_rock_105_beat_4-4_best_2bar_segment_2
202,True,False,False,False,False,Simple Complex,rock,100.0,drummer3,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[202 P1] drummer3-session2-16_rock_100_beat_4-4_best_2bar_segment_3
203,True,False,False,False,False,Simple Complex,rock,100.0,drummer3,session2,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[203 P1] drummer3-session2-1_rock_100_beat_4-4_best_2bar_segment_1
204,True,False,False,False,False,Simple Complex,rock,92.0,drummer3,session2,beat,4-4,8,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[204 P1] drummer3-session2-20_rock_92_beat_4-4_best_2bar_segment_8
205,True,False,False,False,False,Simple Complex,rock,92.0,drummer3,session2,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[205 P1] drummer3-session2-22_rock_92_beat_4-4_best_2bar_segment_2
206,True,False,False,False,False,Simple Complex,rock,92.0,drummer3,session2,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[206 P1] drummer3-session2-24_rock_92_beat_4-4_best_2bar_segment_1
207,True,False,False,False,False,Simple Complex,hiphop,92.0,drummer3,session2,beat,4-4,7,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[207 P1] drummer3-session2-25_hiphop_92_beat_4-4_best_2bar_segment_7
208,True,False,False,False,False,Simple Complex,hiphop,92.0,drummer3,session2,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[208 P1] drummer3-session2-26_hiphop_92_beat_4-4_best_2bar_segment_5
209,True,False,False,False,False,Simple Complex,rock,92.0,drummer3,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[209 P1] drummer3-session2-28_rock_92_beat_4-4_best_2bar_segment_0
210,True,False,False,False,False,Simple Complex,rock,92.0,drummer3,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[210 P1] drummer3-session2-29_rock_92_beat_4-4_best_2bar_segment_0
211,True,False,False,False,False,Simple Complex,rock,100.0,drummer3,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[211 P1] drummer3-session2-2_rock_100_beat_4-4_best_2bar_segment_4
212,True,False,False,False,False,Simple Complex,rock,92.0,drummer3,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[212 P1] drummer3-session2-30_rock_92_beat_4-4_best_2bar_segment_0
213,True,False,False,False,False,Simple Complex,hiphop,92.0,drummer3,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[213 P1] drummer3-session2-31_hiphop_92_beat_4-4_best_2bar_segment_0
214,True,False,False,False,False,Simple Complex,hiphop,92.0,drummer3,session2,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[214 P1] drummer3-session2-32_hiphop_92_beat_4-4_best_2bar_segment_1
215,True,False,False,False,False,Simple Complex,rock,100.0,drummer3,session2,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[215 P1] drummer3-session2-3_rock_100_beat_4-4_best_2bar_segment_1
216,True,False,False,False,False,Simple Complex,rock,100.0,drummer3,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[216 P1] drummer3-session2-5_rock_100_beat_4-4_best_2bar_segment_4
217,True,False,False,False,False,Simple Complex,rock,87.0,drummer4,session1,beat,4-4,7,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[217 P1] drummer4-session1-1_rock_87_beat_4-4_best_2bar_segment_7
218,True,False,False,False,False,Simple Complex,blues-shuffle,134.0,drummer4,session1,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[218 P1] drummer4-session1-6_blues-shuffle_134_beat_4-4_best_2bar_segment_2
219,True,False,False,False,False,Simple Complex,blues-shuffle,112.0,drummer4,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[219 P1] drummer4-session1-8_blues-shuffle_112_beat_4-4_best_2bar_segment_0
220,True,False,False,False,False,Simple Complex,latin-merengue,158.0,drummer4,session1,beat,4-4,7,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[220 P1] drummer4-session1-9_latin-merengue_158_beat_4-4_best_2bar_segment_7
221,True,False,False,False,False,Simple Complex,soul-groove10,102.0,drummer5,eval,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[221 P1] drummer5-eval-session-10_soul-groove10_102_beat_4-4_best_2bar_segment_2
222,True,False,False,False,False,Simple Complex,funk-groove2,105.0,drummer5,eval,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[222 P1] drummer5-eval-session-2_funk-groove2_105_beat_4-4_best_2bar_segment_1
223,True,False,False,False,False,Simple Complex,soul-groove9,105.0,drummer5,eval,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[223 P1] drummer5-eval-session-9_soul-groove9_105_beat_4-4_best_2bar_segment_5
224,True,False,False,False,False,Simple Complex,latin-brazilian-sambareggae,96.0,drummer5,session1,beat,4-4,15,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[224 P1] drummer5-session1-10_latin-brazilian-sambareggae_96_beat_4-4_best_2bar_segment_15
225,True,False,False,False,False,Simple Complex,afrocuban-calypso,124.0,drummer5,session1,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[225 P1] drummer5-session1-13_afrocuban-calypso_124_beat_4-4_best_2bar_segment_5
226,True,False,False,False,False,Simple Complex,funk,100.0,drummer5,session1,beat,4-4,102,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[226 P1] drummer5-session1-15_funk_100_beat_4-4_best_2bar_segment_102
227,True,False,False,False,False,Simple Complex,rock,136.0,drummer5,session1,beat,4-4,29,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[227 P1] drummer5-session1-16_rock_136_beat_4-4_best_2bar_segment_29
228,True,False,False,False,False,Simple Complex,blues-shuffle,72.0,drummer5,session1,beat,4-4,33,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[228 P1] drummer5-session1-17_blues-shuffle_72_beat_4-4_best_2bar_segment_33
229,True,False,False,False,False,Simple Complex,middleeastern,126.0,drummer5,session1,beat,4-4,46,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[229 P1] drummer5-session1-19_middleeastern_126_beat_4-4_best_2bar_segment_46
230,True,False,False,False,False,Simple Complex,latin-brazilian-baiao,110.0,drummer5,session1,beat,4-4,28,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[230 P1] drummer5-session1-20_latin-brazilian-baiao_110_beat_4-4_best_2bar_segment_28
231,True,False,False,False,False,Simple Complex,latin-brazilian-samba,89.0,drummer5,session1,beat,4-4,21,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[231 P1] drummer5-session1-4_latin-brazilian-samba_89_beat_4-4_best_2bar_segment_21
232,True,False,False,False,False,Simple Complex,latin-brazilian-maracatu,96.0,drummer5,session1,beat,4-4,39,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[232 P1] drummer5-session1-6_latin-brazilian-maracatu_96_beat_4-4_best_2bar_segment_39
233,True,False,False,False,False,Simple Complex,latin-brazilian-maracatu,96.0,drummer5,session1,beat,4-4,68,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[233 P1] drummer5-session1-7_latin-brazilian-maracatu_96_beat_4-4_best_2bar_segment_68
234,True,False,False,False,False,Simple Complex,neworleans-funk,102.0,drummer5,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[234 P1] drummer5-session2-10_neworleans-funk_102_beat_4-4_best_2bar_segment_4
235,True,False,False,False,False,Simple Complex,soul,96.0,drummer5,session2,beat,4-4,22,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[235 P1] drummer5-session2-11_soul_96_beat_4-4_best_2bar_segment_22
236,True,False,False,False,False,Simple Complex,rock,105.0,drummer5,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[236 P1] drummer5-session2-12_rock_105_beat_4-4_best_2bar_segment_4
237,True,False,False,False,False,Simple Complex,rock,140.0,drummer5,session2,beat,4-4,9,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[237 P1] drummer5-session2-13_rock_140_beat_4-4_best_2bar_segment_9
238,True,False,False,False,False,Simple Complex,rock,140.0,drummer5,session2,beat,4-4,8,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[238 P1] drummer5-session2-14_rock_140_beat_4-4_best_2bar_segment_8
239,True,False,False,False,False,Simple Complex,latin-venezuelan-joropo,80.0,drummer5,session2,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[239 P1] drummer5-session2-15_latin-venezuelan-joropo_80_beat_4-4_best_2bar_segment_2
240,True,False,False,False,False,Simple Complex,latin-brazilian-samba,93.0,drummer5,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[240 P1] drummer5-session2-18_latin-brazilian-samba_93_beat_4-4_best_2bar_segment_3
241,True,False,False,False,False,Simple Complex,latin-venezuelan-sangueo,101.0,drummer5,session2,beat,4-4,10,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[241 P1] drummer5-session2-1_latin-venezuelan-sangueo_101_beat_4-4_best_2bar_segment_10
242,True,False,False,False,False,Simple Complex,latin-brazilian-ijexa,108.0,drummer5,session2,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[242 P1] drummer5-session2-20_latin-brazilian-ijexa_108_beat_4-4_best_2bar_segment_2
243,True,False,False,False,False,Simple Complex,latin-brazilian-ijexa,108.0,drummer5,session2,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[243 P1] drummer5-session2-21_latin-brazilian-ijexa_108_beat_4-4_best_2bar_segment_2
244,True,False,False,False,False,Simple Complex,latin-brazilian-frevo,133.0,drummer5,session2,beat,4-4,49,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[244 P1] drummer5-session2-22_latin-brazilian-frevo_133_beat_4-4_best_2bar_segment_49
245,True,False,False,False,False,Simple Complex,latin-brazilian-songo,120.0,drummer5,session2,beat,4-4,50,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[245 P1] drummer5-session2-24_latin-brazilian-songo_120_beat_4-4_best_2bar_segment_50
246,True,False,False,False,False,Simple Complex,latin-brazilian,101.0,drummer5,session2,beat,4-4,10,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[246 P1] drummer5-session2-2_latin-brazilian_101_beat_4-4_best_2bar_segment_10
247,True,False,False,False,False,Simple Complex,neworleans-secondline,99.0,drummer5,session2,beat,4-4,36,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[247 P1] drummer5-session2-6_neworleans-secondline_99_beat_4-4_best_2bar_segment_36
248,True,False,False,False,False,Simple Complex,rock,90.0,drummer6,session3,beat,4-4,14,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[248 P1] drummer6-session3-1_rock_90_beat_4-4_best_2bar_segment_14
249,True,False,False,False,False,Simple Complex,rock,100.0,drummer6,session3,beat,4-4,19,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[249 P1] drummer6-session3-2_rock_100_beat_4-4_best_2bar_segment_19
250,True,False,False,False,False,Simple Complex,rock,127.0,drummer6,session3,beat,4-4,14,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[250 P1] drummer6-session3-4_rock_127_beat_4-4_best_2bar_segment_14
251,True,False,False,False,False,Simple Complex,rock,88.0,drummer6,session3,beat,4-4,22,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[251 P1] drummer6-session3-7_rock_88_beat_4-4_best_2bar_segment_22
252,True,False,False,False,False,Simple Complex,soul-groove4,80.0,drummer7,eval,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[252 P1] drummer7-eval-session-4_soul-groove4_80_beat_4-4_best_2bar_segment_3
253,True,False,False,False,False,Simple Complex,hiphop-groove6,87.0,drummer7,eval,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[253 P1] drummer7-eval-session-6_hiphop-groove6_87_beat_4-4_best_2bar_segment_0
254,True,False,False,False,False,Simple Complex,rock-groove8,65.0,drummer7,eval,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[254 P1] drummer7-eval-session-8_rock-groove8_65_beat_4-4_best_2bar_segment_0
255,True,False,False,False,False,Simple Complex,soul-groove9,105.0,drummer7,eval,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[255 P1] drummer7-eval-session-9_soul-groove9_105_beat_4-4_best_2bar_segment_3
256,True,False,False,False,False,Simple Complex,rock,93.0,drummer7,session1,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[256 P1] drummer7-session1-10_rock_93_beat_4-4_best_2bar_segment_3
257,True,False,False,False,False,Simple Complex,funk,102.0,drummer7,session1,beat,4-4,6,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[257 P1] drummer7-session1-13_funk_102_beat_4-4_best_2bar_segment_6
258,True,False,False,False,False,Simple Complex,hiphop,100.0,drummer7,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[258 P1] drummer7-session1-40_hiphop_100_beat_4-4_best_2bar_segment_0
259,True,False,False,False,False,Simple Complex,pop,142.0,drummer7,session2,beat,4-4,8,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[259 P1] drummer7-session2-100_pop_142_beat_4-4_best_2bar_segment_8
260,True,False,False,False,False,Simple Complex,pop,142.0,drummer7,session2,beat,4-4,13,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[260 P1] drummer7-session2-101_pop_142_beat_4-4_best_2bar_segment_13
261,True,False,False,False,False,Simple Complex,pop,132.0,drummer7,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[261 P1] drummer7-session2-103_pop_132_beat_4-4_best_2bar_segment_0
262,True,False,False,False,False,Simple Complex,jazz-fusion,96.0,drummer7,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[262 P1] drummer7-session2-112_jazz-fusion_96_beat_4-4_best_2bar_segment_3
263,True,False,False,False,False,Simple Complex,jazz-fusion,96.0,drummer7,session2,beat,4-4,8,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[263 P1] drummer7-session2-113_jazz-fusion_96_beat_4-4_best_2bar_segment_8
264,True,False,False,False,False,Simple Complex,hiphop,140.0,drummer7,session2,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[264 P1] drummer7-session2-123_hiphop_140_beat_4-4_best_2bar_segment_5
265,True,False,False,False,False,Simple Complex,rock,95.0,drummer7,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[265 P1] drummer7-session2-14_rock_95_beat_4-4_best_2bar_segment_3
266,True,False,False,False,False,Simple Complex,rock,118.0,drummer7,session2,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[266 P1] drummer7-session2-26_rock_118_beat_4-4_best_2bar_segment_1
267,True,False,False,False,False,Simple Complex,rock,75.0,drummer7,session2,beat,4-4,7,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[267 P1] drummer7-session2-27_rock_75_beat_4-4_best_2bar_segment_7
268,True,False,False,False,False,Simple Complex,rock,75.0,drummer7,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[268 P1] drummer7-session2-33_rock_75_beat_4-4_best_2bar_segment_3
269,True,False,False,False,False,Simple Complex,rock,112.0,drummer7,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[269 P1] drummer7-session2-37_rock_112_beat_4-4_best_2bar_segment_0
270,True,False,False,False,False,Simple Complex,rock,135.0,drummer7,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[270 P1] drummer7-session2-53_rock_135_beat_4-4_best_2bar_segment_0
271,True,False,False,False,False,Simple Complex,rock,145.0,drummer7,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[271 P1] drummer7-session2-64_rock_145_beat_4-4_best_2bar_segment_0
272,True,False,False,False,False,Simple Complex,rock,120.0,drummer7,session2,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[272 P1] drummer7-session2-6_rock_120_beat_4-4_best_2bar_segment_0
273,True,False,False,False,False,Simple Complex,funk,100.0,drummer7,session2,beat,4-4,25,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[273 P1] drummer7-session2-72_funk_100_beat_4-4_best_2bar_segment_25
274,True,False,False,False,False,Simple Complex,funk,100.0,drummer7,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[274 P1] drummer7-session2-79_funk_100_beat_4-4_best_2bar_segment_3
275,True,False,False,False,False,Simple Complex,country,78.0,drummer7,session2,beat,4-4,15,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[275 P1] drummer7-session2-80_country_78_beat_4-4_best_2bar_segment_15
276,True,False,False,False,False,Simple Complex,rock,95.0,drummer7,session2,beat,4-4,19,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[276 P1] drummer7-session2-8_rock_95_beat_4-4_best_2bar_segment_19
277,True,False,False,False,False,Simple Complex,pop,142.0,drummer7,session2,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[277 P1] drummer7-session2-97_pop_142_beat_4-4_best_2bar_segment_3
278,True,False,False,False,False,Simple Complex,rock,95.0,drummer7,session3,beat,4-4,32,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[278 P1] drummer7-session3-108_rock_95_beat_4-4_best_2bar_segment_32
279,True,False,False,False,False,Simple Complex,rock,95.0,drummer7,session3,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[279 P1] drummer7-session3-109_rock_95_beat_4-4_best_2bar_segment_2
280,True,False,False,False,False,Simple Complex,rock,60.0,drummer7,session3,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[280 P1] drummer7-session3-10_rock_60_beat_4-4_best_2bar_segment_5
281,True,False,False,False,False,Simple Complex,rock,95.0,drummer7,session3,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[281 P1] drummer7-session3-117_rock_95_beat_4-4_best_2bar_segment_5
282,True,False,False,False,False,Simple Complex,rock,95.0,drummer7,session3,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[282 P1] drummer7-session3-119_rock_95_beat_4-4_best_2bar_segment_0
283,True,False,False,False,False,Simple Complex,rock,93.0,drummer7,session3,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[283 P1] drummer7-session3-120_rock_93_beat_4-4_best_2bar_segment_4
284,True,False,False,False,False,Simple Complex,rock,93.0,drummer7,session3,beat,4-4,8,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[284 P1] drummer7-session3-129_rock_93_beat_4-4_best_2bar_segment_8
285,True,False,False,False,False,Simple Complex,soul,105.0,drummer7,session3,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[285 P1] drummer7-session3-130_soul_105_beat_4-4_best_2bar_segment_3
286,True,False,False,False,False,Simple Complex,soul,105.0,drummer7,session3,beat,4-4,9,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[286 P1] drummer7-session3-150_soul_105_beat_4-4_best_2bar_segment_9
287,True,False,False,False,False,Simple Complex,hiphop,67.0,drummer7,session3,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[287 P1] drummer7-session3-38_hiphop_67_beat_4-4_best_2bar_segment_1
288,True,False,False,False,False,Simple Complex,rock-indie,63.0,drummer7,session3,beat,4-4,16,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[288 P1] drummer7-session3-39_rock-indie_63_beat_4-4_best_2bar_segment_16
